=== 구분코드 ===
구분코드 | 구분명
01 | 소매
02 | 중도매
03 | 친환경농산물
07 | 친환경농산물(신규)

=== 부류코드 ===
부류코드 | 부류명
100 | 식량작물
200 | 채소류
300 | 특용작물
400 | 과일류
500 | 축산물
600 | 수산물

=== 품목코드 ===
부류코드 | 품목코드 | 품목명
400 | 414 | 포도
400 | 415 | 감귤
400 | 416 | 단감
400 | 418 | 바나나
400 | 419 | 참다래
400 | 420 | 파인애플
400 | 421 | 오렌지
400 | 423 | 자몽
400 | 424 | 레몬
400 | 425 | 체리
400 | 426 | 건포도
400 | 427 | 건블루베리
400 | 428 | 망고
400 | 429 | 블루베리
400 | 430 | 아보카도
500 | 4301 | 소
500 | 4304 | 돼지
500 | 4401 | 수입 소고기
500 | 4402 | 수입 돼지고기
500 | 512 | 쇠고기
500 | 514 | 돼지고기
500 | 515 | 닭고기
500 | 516 | 계란
500 | 520 | 오리고기
500 | 535 | 우유
500 | 9901 | 닭
500 | 9903 | 계란
500 | 9908 | 우유
600 | 611 | 고등어
600 | 612 | 꽁치
600 | 613 | 갈치
600 | 614 | 조기
600 | 615 | 명태
600 | 616 | 삼치
600 | 619 | 물오징어
600 | 638 | 마른멸치
600 | 639 | 북어
600 | 640 | 마른오징어
600 | 641 | 김
600 | 642 | 마른미역
600 | 643 | 염장미역
600 | 644 | 굴
600 | 647 | 넙치
600 | 648 | 우럭
600 | 649 | 수입조기
600 | 650 | 새우젓
600 | 651 | 멸치액젓
600 | 652 | 천일염
600 | 653 | 전복
600 | 654 | 새우
600 | 656 | 꽃게
600 | 658 | 홍합
600 | 659 | 가리비
600 | 660 | 건다시마
600 | 661 | 바지락
600 | 662 | 고등어필렛
600 | 663 | 전어

=== 품종코드 ===
부류코드 | 품목코드 | 품종코드 | 품종명
100 | 111 | 01 | 20kg
100 | 111 | 02 | 백미
100 | 111 | 03 | 현미
100 | 111 | 05 | 20kg(햅쌀)
100 | 111 | 10 | 10kg
100 | 111 | 11 | 10kg(햅쌀)
100 | 112 | 01 | 일반계
100 | 113 | 00 | 혼합곡
100 | 114 | 01 | 기장
100 | 121 | 02 | 과맥
100 | 141 | 01 | 흰 콩(국산)
100 | 141 | 02 | 콩나물콩
100 | 141 | 03 | 흰 콩(수입)
100 | 142 | 00 | 붉은 팥(국산)
100 | 142 | 01 | 붉은 팥(수입)
100 | 143 | 00 | 국산
100 | 143 | 01 | 수입
100 | 144 | 01 | 메밀(수입)
100 | 151 | 00 | 밤
100 | 152 | 00 | 감자
100 | 152 | 01 | 수미(노지)
100 | 152 | 02 | 대지마
100 | 152 | 03 | 노지
100 | 152 | 04 | 수미(시설)
100 | 152 | 05 | 기타(시설)
100 | 152 | 06 | 기타(노지)
100 | 161 | 01 | 귀리
100 | 162 | 01 | 보리
100 | 163 | 01 | 수수
100 | 164 | 01 | 율무
200 | 211 | 01 | 봄
200 | 211 | 02 | 여름(고랭지)
200 | 211 | 03 | 가을
200 | 211 | 06 | 월동
200 | 212 | 00 | 양배추
200 | 213 | 00 | 시금치
200 | 214 | 01 | 적
200 | 214 | 02 | 청
200 | 215 | 00 | 얼갈이배추
200 | 216 | 00 | 갓
200 | 217 | 01 | 연근
200 | 218 | 01 | 우엉
200 | 221 | 00 | 수박
200 | 222 | 00 | 참외
200 | 223 | 01 | 가시계통
200 | 223 | 02 | 다다기계통
200 | 223 | 03 | 취청
200 | 224 | 01 | 애호박
200 | 224 | 02 | 쥬키니
200 | 224 | 03 | 단호박
200 | 225 | 00 | 토마토
200 | 226 | 00 | 딸기
200 | 231 | 01 | 봄
200 | 231 | 02 | 고랭지
200 | 231 | 03 | 가을
200 | 231 | 06 | 월동
200 | 232 | 00 | 당근
200 | 232 | 01 | 무세척
200 | 232 | 02 | 세척
200 | 232 | 10 | 세척(수입)
200 | 233 | 00 | 열무
200 | 241 | 00 | 화건
200 | 241 | 01 | 햇산화건
200 | 241 | 02 | 양건(~23.5)
200 | 241 | 03 | 햇산양건(~23.5)
200 | 241 | 10 | 수입
200 | 242 | 00 | 풋고추(녹광 등)
200 | 242 | 02 | 꽈리고추
200 | 242 | 03 | 청양고추
200 | 242 | 04 | 오이맛고추
200 | 243 | 00 | 붉은고추
200 | 244 | 01 | 한지1접
200 | 244 | 02 | 난지1접
200 | 244 | 03 | 한지
200 | 244 | 04 | 난지
200 | 244 | 06 | 햇한지1접
200 | 244 | 07 | 햇난지1접
200 | 244 | 08 | 쪽마늘
200 | 244 | 11 | 햇한지
200 | 244 | 12 | 햇난지
200 | 244 | 21 | 햇난지(대서)
200 | 244 | 22 | 난지(대서)
200 | 244 | 23 | 햇난지(남도)
200 | 244 | 24 | 난지(남도)
200 | 245 | 00 | 양파
200 | 245 | 02 | 햇양파
200 | 245 | 10 | 수입
200 | 246 | 00 | 대파
200 | 246 | 02 | 쪽파
200 | 247 | 00 | 국산
200 | 247 | 01 | 수입
200 | 248 | 00 | 국산
200 | 248 | 01 | 중국
200 | 251 | 00 | 가지
200 | 252 | 00 | 미나리
200 | 253 | 00 | 깻잎
200 | 254 | 00 | 부추
200 | 255 | 00 | 청
200 | 256 | 00 | 파프리카
200 | 257 | 00 | 멜론
200 | 258 | 01 | 깐마늘(국산)
200 | 258 | 03 | 깐마늘(대서)
200 | 258 | 04 | 햇깐마늘(대서)
200 | 258 | 05 | 깐마늘(남도)
200 | 258 | 06 | 햇깐마늘(남도)
200 | 259 | 01 | 깐마늘(수입)
200 | 259 | 03 | 깐마늘(수입산)
200 | 261 | 01 | 브로콜리
200 | 262 | 01 | 양상추
200 | 263 | 01 | 청경채
200 | 264 | 01 | 케일
200 | 265 | 01 | 콩나물
200 | 266 | 01 | 봄
200 | 266 | 02 | 여름(고랭지)
200 | 266 | 03 | 가을
200 | 266 | 04 | 월동
200 | 279 | 00 | 알배기배추
200 | 280 | 00 | 브로콜리(국산)
200 | 422 | 01 | 방울토마토
200 | 422 | 02 | 대추방울토마토
300 | 312 | 01 | 백색(국산)
300 | 312 | 02 | 중국
300 | 312 | 03 | 인도
300 | 313 | 01 | 국산
300 | 313 | 02 | 수입
300 | 314 | 01 | 국산
300 | 314 | 02 | 수입
300 | 315 | 00 | 느타리버섯
300 | 315 | 01 | 애느타리버섯
300 | 316 | 00 | 팽이버섯
300 | 317 | 00 | 새송이버섯
300 | 318 | 00 | 수입
300 | 319 | 00 | 수입
300 | 321 | 01 | 양송이버섯
300 | 322 | 01 | 표고버섯
300 | 351 | 01 | 중.대륜
300 | 351 | 02 | 소륜
300 | 351 | 03 | 스프레이
300 | 351 | 04 | 스프레이소국
300 | 352 | 01 | 중.대륜
300 | 352 | 02 | 스프레이
300 | 353 | 01 | 쏘니아
300 | 353 | 02 | 마르데보아
300 | 353 | 06 | 달라스
300 | 353 | 07 | 마리나
300 | 353 | 08 | 산드라
300 | 353 | 11 | 노블레스
300 | 353 | 12 | 레드칼립소
300 | 353 | 13 | 비탈
300 | 353 | 14 | 환희
300 | 353 | 15 | 사피아
300 | 353 | 16 | 아쿠아
300 | 354 | 01 | 나팔합외대
300 | 354 | 02 | 나팔합쌍대
300 | 354 | 03 | 틈나리외대
300 | 354 | 04 | 틈나리쌍대
300 | 355 | 01 | 헌팅송
300 | 355 | 02 | 스픽앤드스판
300 | 355 | 03 | 화이트
300 | 356 | 01 | 레드마타온
300 | 356 | 02 | 골든옥스포드
300 | 356 | 03 | 골든아펠둔
300 | 356 | 04 | 스트롱홀드
300 | 356 | 05 | 홀랜디아
300 | 356 | 06 | 미스홀랜드
300 | 357 | 00 | 거베라
300 | 357 | 01 | 포모사
300 | 357 | 02 | 볼가
300 | 357 | 03 | 호프
300 | 358 | 01 | 브리스톨F
300 | 358 | 03 | 길보아
300 | 358 | 04 | 미라벨라
300 | 358 | 05 | 인발
400 | 411 | 01 | 홍옥
400 | 411 | 05 | 후지
400 | 411 | 06 | 쓰가루(아오리)
400 | 411 | 07 | 홍로
400 | 412 | 01 | 신고
400 | 412 | 02 | 만삼길
400 | 412 | 03 | 장십랑
400 | 412 | 04 | 원황
400 | 413 | 01 | 백도
400 | 413 | 04 | 창방조생
400 | 413 | 05 | 유명
400 | 414 | 01 | 캠벨얼리
400 | 414 | 02 | 거봉
400 | 414 | 03 | 델라웨어
400 | 414 | 06 | MBA
400 | 414 | 07 | 수입
400 | 414 | 08 | 레드글로브 칠레(~23.5)
400 | 414 | 09 | 레드글로브 페루(~23.5)
400 | 414 | 10 | 톰슨 미국(~23.5)
400 | 414 | 11 | 톰슨 호주(~23.5)
400 | 414 | 12 | 샤인머스켓
400 | 415 | 00 | 감귤
400 | 415 | 01 | 노지
400 | 415 | 02 | 시설
400 | 416 | 00 | 단감
400 | 418 | 02 | 수입
400 | 419 | 01 | 국산
400 | 419 | 02 | 그린 뉴질랜드
400 | 420 | 02 | 수입
400 | 421 | 02 | 수입
400 | 421 | 03 | 네이블 미국
400 | 421 | 04 | 발렌시아 미국
400 | 421 | 05 | 네이블 EU
400 | 421 | 06 | 네이블 호주
400 | 423 | 00 | 수입
400 | 424 | 00 | 수입
400 | 425 | 00 | 수입
400 | 426 | 00 | 수입
400 | 427 | 00 | 수입
400 | 428 | 00 | 수입
400 | 429 | 01 | 블루베리
400 | 430 | 00 | 수입
500 | 4301 | 21 | 안심
500 | 4301 | 22 | 등심
500 | 4301 | 36 | 설도
500 | 4301 | 40 | 양지
500 | 4301 | 50 | 갈비
500 | 4304 | 25 | 앞다리
500 | 4304 | 27 | 삼겹살
500 | 4304 | 28 | 갈비
500 | 4304 | 68 | 목심
500 | 4401 | 31 | 갈비
500 | 4401 | 37 | 갈비살
500 | 4402 | 27 | 삼겹살
500 | 512 | 11 | 한우갈비
500 | 512 | 12 | 한우등심
500 | 512 | 13 | 한우불고기
500 | 512 | 14 | 한우양지
500 | 512 | 15 | 한우안심
500 | 512 | 16 | 한우설도
500 | 512 | 21 | 미국산갈비
500 | 512 | 22 | 미국산갈비살
500 | 512 | 23 | 미국산불고기
500 | 512 | 24 | 미국산설도
500 | 512 | 31 | 호주산갈비
500 | 512 | 32 | 호주산등심
500 | 512 | 33 | 호주산불고기
500 | 512 | 34 | 호주산설도
500 | 514 | 00 | 삼겹살(국산냉장)
500 | 514 | 01 | 삼겹살(수입냉동)
500 | 514 | 02 | 목살
500 | 514 | 03 | 돼지갈비
500 | 514 | 04 | 앞다리살
500 | 515 | 02 | 도계
500 | 516 | 00 | 특란
500 | 516 | 01 | 특란(소비쿠폰 적용)
500 | 516 | 02 | 동물복지란(10구)
500 | 516 | 03 | 동물복지란(15구)
500 | 516 | 04 | 유정란(10구)
500 | 516 | 05 | 유정란(15구)
500 | 516 | 06 | 수입란(미국)
500 | 516 | 07 | 계란
500 | 520 | 01 | 통오리
500 | 520 | 02 | 훈제육
500 | 535 | 00 | 우유
500 | 9901 | 01 | 토종닭17호
500 | 9901 | 02 | 육계9호
500 | 9901 | 03 | 육계10호
500 | 9901 | 04 | 육계11호
500 | 9901 | 05 | 육계12호
500 | 9901 | 24 | 절단육
500 | 9901 | 99 | 육계(kg)
500 | 9903 | 21 | 특란10구
500 | 9903 | 23 | 특란30구
500 | 9908 | 01 | 흰우유
600 | 611 | 01 | 생선
600 | 611 | 02 | 냉동
600 | 611 | 03 | 국산(염장)
600 | 611 | 04 | 냉동(수입)
600 | 611 | 05 | 국산(신선 냉장)
600 | 611 | 06 | 국산(냉동)
600 | 611 | 07 | 수입산(냉동)
600 | 611 | 08 | 수입산(염장)
600 | 612 | 01 | 냉동(수입)
600 | 613 | 01 | 생선
600 | 613 | 02 | 냉동
600 | 613 | 03 | 국산(냉장)
600 | 613 | 04 | 국산(냉동)
600 | 613 | 05 | 수입산(냉동)
600 | 614 | 01 | 생선
600 | 614 | 04 | 참조기(냉동)
600 | 614 | 05 | 참조기(신선 냉장)
600 | 614 | 06 | 참조기(냉동)
600 | 614 | 07 | 굴비
600 | 615 | 01 | 생선
600 | 615 | 02 | 냉동
600 | 615 | 03 | 원양산(냉동)
600 | 615 | 04 | 냉동(원양수입통합)
600 | 615 | 05 | 냉동가공
600 | 616 | 01 | 냉장
600 | 616 | 02 | 냉동
600 | 616 | 03 | 생물
600 | 619 | 01 | 생선
600 | 619 | 02 | 냉동
600 | 619 | 03 | 연근해(신선 냉장)
600 | 619 | 04 | 연근해(냉동)

=== 등급코드 ===
부류코드 | 품목코드 | 품종코드 | 등급코드 | 등급명
100 | 111 | 01 | 04 | 상품
100 | 111 | 01 | 05 | 중품
100 | 111 | 01 | 07 | 유기농
100 | 111 | 01 | 08 | 무농약
100 | 111 | 01 | 09 | 저농약
100 | 111 | 02 | 07 | 유기농
100 | 111 | 02 | 08 | 무농약
100 | 111 | 03 | 07 | 유기농
100 | 111 | 03 | 08 | 무농약
100 | 111 | 05 | 04 | 상품
100 | 111 | 05 | 05 | 중품
100 | 111 | 10 | 04 | 상품
100 | 111 | 11 | 04 | 상품
100 | 112 | 01 | 04 | 상품
100 | 112 | 01 | 05 | 중품
100 | 112 | 01 | 07 | 유기농
100 | 112 | 01 | 08 | 무농약
100 | 113 | 00 | 07 | 유기농
100 | 113 | 00 | 08 | 무농약
100 | 114 | 01 | 07 | 유기농
100 | 114 | 01 | 08 | 무농약
100 | 121 | 02 | 05 | 중품
100 | 141 | 01 | 04 | 상품
100 | 141 | 01 | 05 | 중품
100 | 141 | 01 | 07 | 유기농
100 | 141 | 01 | 08 | 무농약
100 | 141 | 02 | 04 | 상품
100 | 141 | 02 | 05 | 중품
100 | 141 | 03 | 05 | 중품
100 | 142 | 00 | 04 | 상품
100 | 142 | 00 | 05 | 중품
100 | 142 | 01 | 05 | 중품
100 | 143 | 00 | 04 | 상품
100 | 143 | 00 | 05 | 중품
100 | 143 | 01 | 05 | 중품
100 | 144 | 01 | 05 | 중품
100 | 151 | 00 | 04 | 상품
100 | 151 | 00 | 05 | 중품
100 | 151 | 00 | 07 | 유기농
100 | 151 | 00 | 08 | 무농약
100 | 151 | 00 | 09 | 저농약
100 | 152 | 00 | 04 | 상품
100 | 152 | 00 | 05 | 중품
100 | 152 | 01 | 04 | 상품
100 | 152 | 01 | 05 | 중품
100 | 152 | 01 | 07 | 유기농
100 | 152 | 01 | 08 | 무농약
100 | 152 | 01 | 09 | 저농약
100 | 152 | 02 | 04 | 상품
100 | 152 | 02 | 05 | 중품
100 | 152 | 03 | 04 | 상품
100 | 152 | 03 | 05 | 중품
100 | 152 | 04 | 04 | 상품
100 | 152 | 04 | 05 | 중품
100 | 152 | 05 | 04 | 상품
100 | 152 | 05 | 05 | 중품
100 | 152 | 06 | 04 | 상품
100 | 152 | 06 | 05 | 중품
100 | 161 | 01 | 07 | 유기농
100 | 161 | 01 | 08 | 무농약
100 | 162 | 01 | 07 | 유기농
100 | 162 | 01 | 08 | 무농약
100 | 163 | 01 | 07 | 유기농
100 | 163 | 01 | 08 | 무농약
100 | 164 | 01 | 07 | 유기농
100 | 164 | 01 | 08 | 무농약
200 | 211 | 01 | 04 | 상품
200 | 211 | 01 | 05 | 중품
200 | 211 | 01 | 07 | 유기농
200 | 211 | 01 | 08 | 무농약
200 | 211 | 01 | 09 | 저농약
200 | 211 | 02 | 04 | 상품
200 | 211 | 02 | 05 | 중품
200 | 211 | 03 | 04 | 상품
200 | 211 | 03 | 05 | 중품
200 | 211 | 06 | 04 | 상품
200 | 211 | 06 | 05 | 중품
200 | 212 | 00 | 04 | 상품
200 | 212 | 00 | 05 | 중품
200 | 212 | 00 | 07 | 유기농
200 | 212 | 00 | 08 | 무농약
200 | 212 | 00 | 09 | 저농약
200 | 213 | 00 | 04 | 상품
200 | 213 | 00 | 05 | 중품
200 | 213 | 00 | 07 | 유기농
200 | 213 | 00 | 08 | 무농약
200 | 213 | 00 | 09 | 저농약
200 | 214 | 01 | 04 | 상품
200 | 214 | 01 | 05 | 중품
200 | 214 | 01 | 07 | 유기농
200 | 214 | 01 | 08 | 무농약
200 | 214 | 01 | 09 | 저농약
200 | 214 | 02 | 04 | 상품
200 | 214 | 02 | 05 | 중품
200 | 214 | 02 | 07 | 유기농
200 | 214 | 02 | 08 | 무농약
200 | 214 | 02 | 09 | 저농약
200 | 215 | 00 | 04 | 상품
200 | 215 | 00 | 05 | 중품
200 | 216 | 00 | 04 | 상품
200 | 217 | 01 | 07 | 유기농
200 | 217 | 01 | 08 | 무농약
200 | 218 | 01 | 07 | 유기농
200 | 218 | 01 | 08 | 무농약
200 | 221 | 00 | 04 | 상품
200 | 221 | 00 | 05 | 중품
200 | 221 | 00 | 07 | 유기농
200 | 221 | 00 | 08 | 무농약
200 | 222 | 00 | 04 | 상품
200 | 222 | 00 | 05 | 중품
200 | 222 | 00 | 07 | 유기농
200 | 222 | 00 | 08 | 무농약
200 | 222 | 00 | 09 | 저농약
200 | 223 | 01 | 04 | 상품
200 | 223 | 01 | 05 | 중품
200 | 223 | 01 | 07 | 유기농
200 | 223 | 01 | 08 | 무농약
200 | 223 | 01 | 09 | 저농약
200 | 223 | 02 | 04 | 상품
200 | 223 | 02 | 05 | 중품
200 | 223 | 02 | 07 | 유기농
200 | 223 | 02 | 08 | 무농약
200 | 223 | 02 | 09 | 저농약
200 | 223 | 03 | 04 | 상품
200 | 223 | 03 | 05 | 중품
200 | 223 | 03 | 07 | 유기농
200 | 223 | 03 | 08 | 무농약
200 | 223 | 03 | 09 | 저농약
200 | 224 | 01 | 04 | 상품
200 | 224 | 01 | 05 | 중품
200 | 224 | 01 | 07 | 유기농
200 | 224 | 01 | 08 | 무농약
200 | 224 | 01 | 09 | 저농약
200 | 224 | 02 | 04 | 상품
200 | 224 | 02 | 05 | 중품
200 | 224 | 03 | 07 | 유기농
200 | 224 | 03 | 08 | 무농약
200 | 225 | 00 | 04 | 상품
200 | 225 | 00 | 05 | 중품
200 | 225 | 00 | 07 | 유기농
200 | 225 | 00 | 08 | 무농약
200 | 225 | 00 | 09 | 저농약
200 | 226 | 00 | 04 | 상품
200 | 226 | 00 | 05 | 중품
200 | 226 | 00 | 07 | 유기농
200 | 226 | 00 | 08 | 무농약
200 | 226 | 00 | 09 | 저농약
200 | 231 | 01 | 04 | 상품
200 | 231 | 01 | 05 | 중품
200 | 231 | 01 | 07 | 유기농
200 | 231 | 01 | 08 | 무농약
200 | 231 | 01 | 09 | 저농약
200 | 231 | 02 | 04 | 상품
200 | 231 | 02 | 05 | 중품
200 | 231 | 03 | 04 | 상품
200 | 231 | 03 | 05 | 중품
200 | 231 | 06 | 04 | 상품
200 | 231 | 06 | 05 | 중품
200 | 232 | 00 | 04 | 상품
200 | 232 | 00 | 05 | 중품
200 | 232 | 00 | 07 | 유기농
200 | 232 | 00 | 08 | 무농약
200 | 232 | 01 | 04 | 상품
200 | 232 | 01 | 05 | 중품
200 | 232 | 01 | 07 | 유기농
200 | 232 | 01 | 08 | 무농약
200 | 232 | 01 | 09 | 저농약
200 | 232 | 02 | 04 | 상품
200 | 232 | 02 | 05 | 중품
200 | 232 | 02 | 07 | 유기농
200 | 232 | 02 | 08 | 무농약
200 | 232 | 02 | 09 | 저농약
200 | 232 | 10 | 05 | 중품
200 | 233 | 00 | 04 | 상품
200 | 233 | 00 | 05 | 중품
200 | 241 | 00 | 04 | 상품
200 | 241 | 00 | 05 | 중품
200 | 241 | 01 | 04 | 상품
200 | 241 | 01 | 05 | 중품
200 | 241 | 02 | 04 | 상품
200 | 241 | 02 | 05 | 중품
200 | 241 | 03 | 04 | 상품
200 | 241 | 03 | 05 | 중품
200 | 241 | 10 | 05 | 중품
200 | 242 | 00 | 04 | 상품
200 | 242 | 00 | 05 | 중품
200 | 242 | 00 | 07 | 유기농
200 | 242 | 00 | 08 | 무농약
200 | 242 | 00 | 09 | 저농약
200 | 242 | 02 | 04 | 상품
200 | 242 | 02 | 05 | 중품
200 | 242 | 02 | 07 | 유기농
200 | 242 | 02 | 08 | 무농약
200 | 242 | 02 | 09 | 저농약
200 | 242 | 03 | 04 | 상품
200 | 242 | 03 | 05 | 중품
200 | 242 | 03 | 07 | 유기농
200 | 242 | 03 | 08 | 무농약
200 | 242 | 04 | 04 | 상품
200 | 242 | 04 | 05 | 중품
200 | 242 | 04 | 07 | 유기농
200 | 242 | 04 | 08 | 무농약
200 | 243 | 00 | 04 | 상품
200 | 243 | 00 | 05 | 중품
200 | 244 | 01 | 04 | 상품
200 | 244 | 01 | 05 | 중품
200 | 244 | 02 | 04 | 상품
200 | 244 | 02 | 05 | 중품
200 | 244 | 03 | 04 | 상품
200 | 244 | 03 | 05 | 중품
200 | 244 | 04 | 04 | 상품
200 | 244 | 04 | 05 | 중품
200 | 244 | 06 | 04 | 상품
200 | 244 | 06 | 05 | 중품
200 | 244 | 07 | 04 | 상품
200 | 244 | 07 | 05 | 중품
200 | 244 | 08 | 04 | 상품
200 | 244 | 08 | 05 | 중품
200 | 244 | 11 | 04 | 상품
200 | 244 | 11 | 05 | 중품
200 | 244 | 12 | 04 | 상품
200 | 244 | 12 | 05 | 중품
200 | 244 | 21 | 04 | 상품
200 | 244 | 21 | 05 | 중품
200 | 244 | 22 | 04 | 상품
200 | 244 | 22 | 05 | 중품
200 | 244 | 23 | 04 | 상품
200 | 244 | 23 | 05 | 중품
200 | 244 | 24 | 04 | 상품
200 | 244 | 24 | 05 | 중품
200 | 245 | 00 | 04 | 상품
200 | 245 | 00 | 05 | 중품
200 | 245 | 00 | 07 | 유기농
200 | 245 | 00 | 08 | 무농약
200 | 245 | 00 | 09 | 저농약
200 | 245 | 02 | 04 | 상품
200 | 245 | 02 | 05 | 중품
200 | 245 | 02 | 07 | 유기농
200 | 245 | 02 | 08 | 무농약
200 | 245 | 02 | 09 | 저농약
200 | 245 | 10 | 05 | 중품
200 | 246 | 00 | 04 | 상품
200 | 246 | 00 | 05 | 중품
200 | 246 | 00 | 07 | 유기농
200 | 246 | 00 | 08 | 무농약
200 | 246 | 00 | 09 | 저농약
200 | 246 | 02 | 04 | 상품
200 | 246 | 02 | 05 | 중품
200 | 246 | 02 | 07 | 유기농
200 | 246 | 02 | 08 | 무농약
200 | 246 | 02 | 09 | 저농약
200 | 247 | 00 | 04 | 상품
200 | 247 | 00 | 05 | 중품
200 | 247 | 00 | 07 | 유기농
200 | 247 | 00 | 08 | 무농약
200 | 247 | 01 | 05 | 중품
200 | 248 | 00 | 04 | 상품
200 | 248 | 01 | 04 | 상품
200 | 251 | 00 | 04 | 상품
200 | 251 | 00 | 05 | 중품
200 | 251 | 00 | 07 | 유기농
200 | 251 | 00 | 08 | 무농약
200 | 251 | 00 | 09 | 저농약
200 | 252 | 00 | 04 | 상품
200 | 252 | 00 | 05 | 중품
200 | 252 | 00 | 07 | 유기농
200 | 252 | 00 | 08 | 무농약
200 | 252 | 00 | 09 | 저농약
200 | 253 | 00 | 04 | 상품
200 | 253 | 00 | 05 | 중품
200 | 253 | 00 | 07 | 유기농
200 | 253 | 00 | 08 | 무농약
200 | 253 | 00 | 09 | 저농약
200 | 254 | 00 | 04 | 상품
200 | 254 | 00 | 05 | 중품
200 | 254 | 00 | 07 | 유기농
200 | 254 | 00 | 08 | 무농약
200 | 254 | 00 | 09 | 저농약
200 | 255 | 00 | 04 | 상품
200 | 255 | 00 | 05 | 중품
200 | 255 | 00 | 07 | 유기농
200 | 255 | 00 | 08 | 무농약
200 | 255 | 00 | 09 | 저농약
200 | 256 | 00 | 04 | 상품
200 | 256 | 00 | 05 | 중품
200 | 256 | 00 | 07 | 유기농
200 | 256 | 00 | 08 | 무농약
200 | 256 | 00 | 09 | 저농약
200 | 257 | 00 | 04 | 상품
200 | 257 | 00 | 05 | 중품
200 | 257 | 00 | 07 | 유기농
200 | 257 | 00 | 08 | 무농약
200 | 258 | 01 | 04 | 상품
200 | 258 | 01 | 05 | 중품
200 | 258 | 01 | 07 | 유기농
200 | 258 | 01 | 08 | 무농약
200 | 258 | 03 | 04 | 상품
200 | 258 | 03 | 05 | 중품
200 | 258 | 04 | 04 | 상품

=== 시군구코드 ===
시군구코드 | 시군구명
1101 | 서울
2100 | 부산
2200 | 대구
2300 | 인천
2401 | 광주
2501 | 대전
2601 | 울산
2701 | 세종
3100 | 경기
3111 | 수원
3112 | 성남
3113 | 의정부
3138 | 고양
3145 | 용인
3201 | 강원
3211 | 춘천
3214 | 강릉
3300 | 충북
3311 | 청주
3312 | 충주
3400 | 충남
3411 | 천안
3500 | 전북
3511 | 전주
3512 | 군산
3600 | 전남
3611 | 목포
3613 | 순천
3700 | 경북
3711 | 포항
3714 | 안동
3800 | 경남
3811 | 마산
3814 | 창원
3818 | 김해
3911 | 제주
9998 | 온라인
1000 | 전국(축산부류한정)

=== 시장코드 ===
시군구코드 | 시장코드 | 시장명
1101 | 0110200 | 서울
1101 | 0110211 | 가락도매
1101 | 0110212 | 경동
1101 | 0110213 | 복조리
1101 | 0110242 | 터미날
1101 | 0110251 | 영등포
1101 | 0110252 | 동대문
1101 | 0110253 | 양곡도매
1101 | 0110254 | 중부
1101 | 0110401 | F-유통
1101 | 0110402 | A-유통
1101 | 0110403 | C-유통
1101 | 0110404 | R-마트
1101 | 0110405 | G-유통
1101 | 0110406 | B-유통
1101 | 0110407 | K-유통
1101 | 0110408 | E-유통
1101 | 0110409 | I-유통
1101 | 0110410 | L-유통
1101 | 0110411 | B`-유통
1101 | 0400001 | A-SSM
1101 | 0400002 | B-전문점
1101 | 0400003 | A-전문점
1101 | 0400004 | A-생협
1101 | 0400005 | A-백화점
1101 | 0400006 | A-대형마트
1101 | 0400007 | C-SSM
